time,value
0.0,0.03855181083799027
0.034482758620689655,0.7415065574878007
0.06896551724137931,1.0004541536900995
0.10344827586206896,0.5021023329639891
0.13793103448275862,-0.297378348897147
0.1724137931034483,-0.9118921755188832
0.20689655172413793,-0.9026450574892334
0.24137931034482757,-0.28143537635711435
0.27586206896551724,0.6124860680420405
0.3103448275862069,0.988319939460759
0.3448275862068966,0.5931808464679855
0.3793103448275862,-0.08273592997950424
0.41379310344827586,-0.779421892544751
0.4482758620689655,-0.8371321687587757
0.48275862068965514,-0.43944897672629823
0.5172413793103449,0.3929535067328109
0.5517241379310345,0.9080789409972608
0.5862068965517241,0.8381210934812418
0.6206896551724138,0.11823492745185885
0.6551724137931034,-0.7282642755927602
0.6896551724137931,-1.007279907951316
0.7241379310344828,-0.7041074985382331
0.7586206896551724,0.26128927760268317
0.7931034482758621,0.8449780814624148
0.8275862068965517,0.9272439022461435
0.8620689655172413,0.24796685907109323
0.896551724137931,-0.5446715371500988
0.9310344827586207,-1.0008060802174024
0.9655172413793103,-0.7627265974756787
1.0,0.023986625776124613
