time,value
0.0,-0.002796849703021136
0.034482758620689655,0.6936283814822711
0.06896551724137931,0.9903496327654843
0.10344827586206896,0.8833727943073019
0.13793103448275862,0.4791548329088159
0.1724137931034483,-0.03938158426240897
0.20689655172413793,-0.6313689414219634
0.24137931034482757,-0.985419027030316
0.27586206896551724,-0.9056383677229645
0.3103448275862069,-0.36364245977503196
0.3448275862068966,0.16530408387478956
0.3793103448275862,0.7817635750305115
0.41379310344827586,1.1121663633957903
0.4482758620689655,0.8379567822694641
0.48275862068965514,0.28052105617289985
0.5172413793103449,-0.2987830950024024
0.5517241379310345,-0.8511894341076581
0.5862068965517241,-1.0682392060387946
0.6206896551724138,-0.7271102537840306
0.6551724137931034,-0.1590787201835394
0.6896551724137931,0.4043437679566356
0.7241379310344828,0.8646502607412097
0.7586206896551724,0.9387482529854352
0.7931034482758621,0.6802026788300454
0.8275862068965517,0.0800005992777833
0.8620689655172413,-0.5661054915121829
0.896551724137931,-0.8343682782968103
0.9310344827586207,-0.9402253516817475
0.9655172413793103,-0.5765544597922976
1.0,0.04416997844662062
