x,y
0.0,1.4470507290936196
0.20408163265306123,2.97031835022909
0.40816326530612246,4.472503564781434
0.6122448979591837,6.132681453913525
0.8163265306122449,7.6087458911662225
1.0204081632653061,9.006396141904036
1.2244897959183674,10.524323705399667
1.4285714285714286,12.046323373796843
1.6326530612244898,13.682242131320887
1.836734693877551,15.265753255912346
2.0408163265306123,16.801440361827296
2.2448979591836737,18.447770650949252
2.4489795918367347,19.828894345516968
2.6530612244897958,21.264919192241994
2.857142857142857,22.672261598101443
3.0612244897959187,24.133280617785864
3.2653061224489797,25.49561200303023
3.4693877551020407,27.059127097711674
3.673469387755102,28.536904828001795
3.8775510204081636,29.88982419855153
4.081632653061225,31.288266290430776
4.285714285714286,32.8196176751758
4.4897959183673475,34.40343033196524
4.6938775510204085,36.10310342113442
4.8979591836734695,37.89448966773515
5.1020408163265305,39.43593061106275
5.3061224489795915,40.83697679905956
5.510204081632653,42.123772170986435
5.714285714285714,43.650543317220816
5.918367346938775,45.069249207689786
6.122448979591837,46.52771348167182
6.326530612244898,47.96650380176584
6.530612244897959,49.4524247131242
6.73469387755102,51.05902273620297
6.938775510204081,52.574727592947504
7.142857142857143,54.058864109243636
7.346938775510204,55.45529873396106
7.551020408163265,56.78783043949062
7.755102040816327,58.23919964858329
7.959183673469388,59.73382139350146
8.16326530612245,61.41061438485944
8.36734693877551,62.923641837006734
8.571428571428571,64.52191578810904
8.775510204081632,65.97198622825512
8.979591836734695,67.35349185161341
9.183673469387756,68.75698017539017
9.387755102040817,70.1844575689366
9.591836734693878,71.89730454218011
9.795918367346939,73.31516587425767
10.0,74.89901479463131
