x,y
0.0,1.9097072821912973
0.20408163265306123,4.002864583478722
0.40816326530612246,6.041359680089308
0.6122448979591837,8.0256958903235
0.8163265306122449,10.021619637709955
1.0204081632653061,11.956140868167017
1.2244897959183674,14.000748088315225
1.4285714285714286,15.955249740281147
1.6326530612244898,17.832689163904423
1.836734693877551,19.70489540647246
2.0408163265306123,21.72215419824467
2.2448979591836737,23.880063323885715
2.4489795918367347,25.896062485243057
2.6530612244897958,27.88419865263207
2.857142857142857,29.912781266592322
3.0612244897959187,32.04338144076301
3.2653061224489797,34.06531969089939
3.4693877551020407,36.02422696781602
3.673469387755102,38.134855838822006
3.8775510204081636,40.177731482668165
4.081632653061225,42.33130708186776
4.285714285714286,44.34963052558995
4.4897959183673475,46.227183622417904
4.6938775510204085,48.09036770249334
4.8979591836734695,50.25546049571646
5.1020408163265305,52.427827067794794
5.3061224489795915,54.40987514646653
5.510204081632653,56.37155641435293
5.714285714285714,58.51770084357715
5.918367346938775,60.406996275372805
6.122448979591837,62.317523573477224
6.326530612244898,64.38185625294614
6.530612244897959,66.34239574066018
6.73469387755102,68.34188355398817
6.938775510204081,70.32553926413571
7.142857142857143,72.3592967190156
7.346938775510204,74.50004490514698
7.551020408163265,76.50910339583716
7.755102040816327,78.57349727516484
7.959183673469388,80.36848006506173
8.16326530612245,82.36360822486871
8.36734693877551,84.27928519783943
8.571428571428571,86.15740389179706
8.775510204081632,88.06958865510418
8.979591836734695,90.0361763110341
9.183673469387756,92.1277665652697
9.387755102040817,93.99512729349574
9.591836734693878,95.99819044275519
9.795918367346939,97.94977349942182
10.0,99.91700618998563
