wavelength,intensity
400.0,-0.012825789112235947
405.08474576271186,0.0071400417868394414
410.1694915254237,0.0024222157815954166
415.2542372881356,-0.0061225864704888815
420.33898305084745,0.014560367534896812
425.4237288135593,-0.0042760938502254126
430.50847457627117,0.0006536224866109126
435.59322033898303,0.0034942663689703224
440.6779661016949,-0.004345577555585941
445.76271186440675,0.00875271913620179
450.8474576271186,0.0030440792618794017
455.93220338983053,0.012378870997760385
461.01694915254234,0.044464651391643996
466.10169491525426,0.04434143594705388
471.1864406779661,0.06816735695519129
476.271186440678,0.1638629880062873
481.35593220338984,0.2501090606581157
486.4406779661017,0.3202013152334431
491.52542372881356,0.4251332776728194
496.6101694915254,0.5755297124988253
501.6949152542373,0.71242140199132
506.77966101694915,0.8377446975034912
511.864406779661,0.9248211228908131
516.9491525423729,0.996531123498086
522.0338983050847,1.00111687596969
527.1186440677966,0.9356434163435567
532.2033898305085,0.8686276639588069
537.2881355932203,0.762175524434945
542.3728813559322,0.6079192967035257
547.457627118644,0.4671446432320919
552.542372881356,0.34538031511614226
557.6271186440678,0.24888390439707078
562.7118644067797,0.14402327768547746
567.7966101694915,0.10346724543786236
572.8813559322034,0.057122426692745
577.9661016949152,0.05321111430992925
583.0508474576271,0.017029888138832844
588.1355932203389,0.026312854023219732
593.2203389830509,-0.006342223279867641
598.3050847457628,0.008045505359630847
603.3898305084746,0.004148940932820952
608.4745762711864,-0.008291951591373282
613.5593220338983,0.0019318930291651732
618.6440677966102,0.012184621892448537
623.728813559322,-0.0032166779434406297
628.8135593220338,-0.016912419008166004
633.8983050847457,-0.00017330566614721533
638.9830508474577,-0.009023520213065754
644.0677966101695,-0.0034232028562255685
649.1525423728814,-0.0008158207062344766
654.2372881355932,-0.017056507226516297
659.3220338983051,-0.016156579677248078
664.4067796610169,0.00482066923330487
669.4915254237287,-0.0052271867646768635
674.5762711864406,-0.025647443376225494
679.6610169491526,0.007848440374575527
684.7457627118645,0.0027236975543744775
689.8305084745763,-0.007138748240067053
694.9152542372881,-0.013168302110530819
700.0,0.008358078963151862
