x,y
0.0,2.148145554765897
0.20408163265306123,4.073786731884641
0.40816326530612246,5.991561730155609
0.6122448979591837,8.011792349338728
0.8163265306122449,10.096230868387261
1.0204081632653061,12.097373473943327
1.2244897959183674,14.230269532987025
1.4285714285714286,16.31594893124368
1.6326530612244898,18.400130937932683
1.836734693877551,20.455542588065093
2.0408163265306123,22.6883078980997
2.2448979591836737,24.667791729213096
2.4489795918367347,26.467439500006446
2.6530612244897958,28.62786493615816
2.857142857142857,30.58209499306248
3.0612244897959187,32.59288303749678
3.2653061224489797,34.723838105982836
3.4693877551020407,36.563612151876946
3.673469387755102,38.43844743046633
3.8775510204081636,40.278319636754446
4.081632653061225,42.1989060077519
4.285714285714286,44.2428696683536
4.4897959183673475,46.29528845263488
4.6938775510204085,48.32291587056773
4.8979591836734695,50.181639282178494
5.1020408163265305,51.95062893851523
5.3061224489795915,53.95606429705427
5.510204081632653,55.908886693690434
5.714285714285714,57.954825270862095
5.918367346938775,60.025020633484225
6.122448979591837,62.03884477669009
6.326530612244898,64.11485808522768
6.530612244897959,66.13777922263918
6.73469387755102,68.19078569319933
6.938775510204081,70.12031836691234
7.142857142857143,72.1023572255292
7.346938775510204,74.1220348351949
7.551020408163265,76.20408768273664
7.755102040816327,78.16471356551419
7.959183673469388,80.2168302910874
8.16326530612245,82.19024641189587
8.36734693877551,84.17849219516306
8.571428571428571,86.26144409936546
8.775510204081632,88.06213806226005
8.979591836734695,89.93249082945258
9.183673469387756,91.7842722897083
9.387755102040817,93.55091067772346
9.591836734693878,95.48308423370794
9.795918367346939,97.55802762368072
10.0,99.52953921704245
