time,value
0.0,-0.020365333615924228
0.034482758620689655,0.39972433591423334
0.06896551724137931,0.7659111160271282
0.10344827586206896,1.034827061137774
0.13793103448275862,1.027431333175756
0.1724137931034483,0.7783131091644558
0.20689655172413793,0.5494740009418537
0.24137931034482757,0.14013413680722875
0.27586206896551724,-0.35960490378355825
0.3103448275862069,-0.6452561627216514
0.3448275862068966,-0.9369955516140546
0.3793103448275862,-1.0690310883518461
0.41379310344827586,-0.8607519082141661
0.4482758620689655,-0.5943261240130393
0.48275862068965514,-0.2263543216703158
0.5172413793103449,0.21309778596185894
0.5517241379310345,0.569219941249342
0.5862068965517241,0.914018569635878
0.6206896551724138,0.9963608821256776
0.6551724137931034,0.937299162014203
0.6896551724137931,0.705556555074867
0.7241379310344828,0.26157224941466384
0.7586206896551724,-0.1528331695180427
0.7931034482758621,-0.6260510801578325
0.8275862068965517,-0.7994518852323694
0.8620689655172413,-1.0474370237288642
0.896551724137931,-0.9569215070244407
0.9310344827586207,-0.7436126438806594
0.9655172413793103,-0.38977145961563914
1.0,-0.06020084569180346
