time,value
0.0,0.04037436170114743
0.034482758620689655,0.25476403961213373
0.06896551724137931,0.5153286194831129
0.10344827586206896,0.5699802481412752
0.13793103448275862,0.7128683063780091
0.1724137931034483,0.8474059309345934
0.20689655172413793,0.9508249398488922
0.24137931034482757,0.8808058831365291
0.27586206896551724,0.9764551107066857
0.3103448275862069,0.9017481832220459
0.3448275862068966,0.8668769865267805
0.3793103448275862,0.7053204278039256
0.41379310344827586,0.4855190257885552
0.4482758620689655,0.34879957240412535
0.48275862068965514,0.14428217141513042
0.5172413793103449,-0.14654630791351222
0.5517241379310345,-0.3439527429051009
0.5862068965517241,-0.6268220165319205
0.6206896551724138,-0.7422324575718877
0.6551724137931034,-0.8648124761780693
0.6896551724137931,-0.9252684109864904
0.7241379310344828,-1.034095656509517
0.7586206896551724,-1.0242060132035793
0.7931034482758621,-1.0248165265983529
0.8275862068965517,-0.8749563495194598
0.8620689655172413,-0.7408763253983915
0.896551724137931,-0.5850559477727745
0.9310344827586207,-0.41927104496500195
0.9655172413793103,-0.29202409003609414
1.0,-0.030997683194642793
