time,value
0.0,0.0562397982585619
0.034482758620689655,0.7580324820403784
0.06896551724137931,1.0070885271068477
0.10344827586206896,0.4918292957056685
0.13793103448275862,-0.3615901698722747
0.1724137931034483,-0.8776554357894305
0.20689655172413793,-0.8641372520553002
0.24137931034482757,-0.19045201024093028
0.27586206896551724,0.6802799725934958
0.3103448275862069,0.9457912971351953
0.3448275862068966,0.6600981454454523
0.3793103448275862,-0.10022235098220533
0.41379310344827586,-0.8559046600449519
0.4482758620689655,-0.9243931657556007
0.48275862068965514,-0.42925906260546437
0.5172413793103449,0.3702624611854048
0.5517241379310345,0.966838576278606
0.5862068965517241,0.8362059366972308
0.6206896551724138,0.1548531215687576
0.6551724137931034,-0.6680424136960516
0.6896551724137931,-0.9754760942831322
0.7241379310344828,-0.589159630993404
0.7586206896551724,0.20555931414642434
0.7931034482758621,0.8477010886904599
0.8275862068965517,0.9434186373997612
0.8620689655172413,0.3026452918418001
0.896551724137931,-0.4310627261549693
0.9310344827586207,-0.9197174078028649
0.9655172413793103,-0.7305200985100568
1.0,0.018923346964648303
