x,y
0.0,0.9541324715060667
0.20408163265306123,1.9248133128411906
0.40816326530612246,3.118536429084142
0.6122448979591837,4.229135766074872
0.8163265306122449,5.132926654440709
1.0204081632653061,6.167697499685804
1.2244897959183674,7.126989676050772
1.4285714285714286,8.098553292246763
1.6326530612244898,9.1170858571883
1.836734693877551,10.17900296888584
2.0408163265306123,11.145077120497438
2.2448979591836737,12.251462273770874
2.4489795918367347,13.137268451156634
2.6530612244897958,14.13790235739286
2.857142857142857,15.397669730052444
3.0612244897959187,16.41997770431497
3.2653061224489797,17.56329915497559
3.4693877551020407,18.57245117279291
3.673469387755102,19.63052888232589
3.8775510204081636,20.62485056288662
4.081632653061225,21.607809804770202
4.285714285714286,22.52986156509766
4.4897959183673475,23.572891700993416
4.6938775510204085,24.48773798207484
4.8979591836734695,25.554296505706183
5.1020408163265305,26.662825206150774
5.3061224489795915,27.699478346874496
5.510204081632653,28.670853473518928
5.714285714285714,29.716250031449796
5.918367346938775,30.685382725895156
6.122448979591837,31.77893743844167
6.326530612244898,32.595796830020156
6.530612244897959,33.56223609320829
6.73469387755102,34.36315489369589
6.938775510204081,35.21364881067317
7.142857142857143,36.350035033654564
7.346938775510204,37.43955353185173
7.551020408163265,38.36760550852325
7.755102040816327,39.217355162919155
7.959183673469388,39.92090227913499
8.16326530612245,40.86655272834173
8.36734693877551,42.10859422956647
8.571428571428571,43.152082656712835
8.775510204081632,44.09612542810789
8.979591836734695,45.14263344905792
9.183673469387756,45.98653761375847
9.387755102040817,46.956805277488705
9.591836734693878,47.96675302479028
9.795918367346939,48.958142959608175
10.0,50.03722357177718
