time,value
0.0,0.03294552922404361
0.034482758620689655,0.8722172120653662
0.06896551724137931,0.9992626355574771
0.10344827586206896,0.49570231719808583
0.13793103448275862,-0.3498917743089698
0.1724137931034483,-1.0213265286763227
0.20689655172413793,-0.8974418330863335
0.24137931034482757,-0.15774077326965538
0.27586206896551724,0.6351159238265686
0.3103448275862069,0.9995488141791442
0.3448275862068966,0.637952736662607
0.3793103448275862,-0.09677536752330325
0.41379310344827586,-0.7770483128971212
0.4482758620689655,-0.942014029695724
0.48275862068965514,-0.41155234307859717
0.5172413793103449,0.38004121889620396
0.5517241379310345,1.0069090832248235
0.5862068965517241,0.6710937572196822
0.6206896551724138,0.12726130386719833
0.6551724137931034,-0.5591833598061928
0.6896551724137931,-1.0739520832177163
0.7241379310344828,-0.6172426879288335
0.7586206896551724,0.21457489070478453
0.7931034482758621,0.8603829037431943
0.8275862068965517,0.9807954319447414
0.8620689655172413,0.3429240808537472
0.896551724137931,-0.5079388385496542
0.9310344827586207,-0.9469628944830619
0.9655172413793103,-0.7613245196740501
1.0,0.15899322444117472
