wavelength,intensity
400.0,-0.001226846367329407
405.08474576271186,0.009957013896798329
410.1694915254237,0.01059223756697323
415.2542372881356,0.01025836922492093
420.33898305084745,0.0003891354496584553
425.4237288135593,-0.00845043964669497
430.50847457627117,-0.010836936066888896
435.59322033898303,0.003446238894603571
440.6779661016949,0.003793455922159086
445.76271186440675,0.012875460868202728
450.8474576271186,0.01100649064700005
455.93220338983053,-0.0013024920624349198
461.01694915254234,-0.012386476410924389
466.10169491525426,-0.003042857648843393
471.1864406779661,0.002547588129461399
476.271186440678,-0.001118487988436046
481.35593220338984,-0.003718611667480596
486.4406779661017,0.006996135737829104
491.52542372881356,0.004158437434659248
496.6101694915254,0.011703378608494488
501.6949152542373,0.036505059843140855
506.77966101694915,0.05485120301064522
511.864406779661,0.10100641008804741
516.9491525423729,0.15943935245992866
522.0338983050847,0.22519611594221547
527.1186440677966,0.33438141779398844
532.2033898305085,0.47616476767111077
537.2881355932203,0.5853848052112056
542.3728813559322,0.7117559561482734
547.457627118644,0.8358197352604008
552.542372881356,0.9461932008060228
557.6271186440678,0.9946944287779426
562.7118644067797,0.9914966589071628
567.7966101694915,0.9531654322988646
572.8813559322034,0.8203777521785622
577.9661016949152,0.7280918982528974
583.0508474576271,0.6034302272520289
588.1355932203389,0.4418361577646878
593.2203389830509,0.32787984800648495
598.3050847457628,0.22302292591507067
603.3898305084746,0.14323864826333757
608.4745762711864,0.09212709217325943
613.5593220338983,0.07105315804764328
618.6440677966102,0.050466566796773166
623.728813559322,0.013866155244651186
628.8135593220338,0.02783036442332626
633.8983050847457,0.004605241209100347
638.9830508474577,0.01949003976675706
644.0677966101695,-8.053515421135209e-05
649.1525423728814,0.00166388433446519
654.2372881355932,0.003793796186757675
659.3220338983051,0.03184050562494805
664.4067796610169,0.008531299671065064
669.4915254237287,-0.0070664293628846684
674.5762711864406,0.009691968014338158
679.6610169491526,-0.0036177208072529655
684.7457627118645,-0.004897327357666
689.8305084745763,0.009086061412271924
694.9152542372881,0.0003108683204850081
700.0,0.0027857622199979407
