wavelength,intensity
400.0,0.0015817482394203611
405.08474576271186,0.007779514312864701
410.1694915254237,0.00807585338427261
415.2542372881356,-0.016181538400477608
420.33898305084745,-0.02242410650872239
425.4237288135593,0.010147884341987084
430.50847457627117,0.012209796679520933
435.59322033898303,-0.009401098302949062
440.6779661016949,-0.016747272279756094
445.76271186440675,0.005031704412274506
450.8474576271186,0.01768698499703194
455.93220338983053,0.03447119944426562
461.01694915254234,0.03600120071462509
466.10169491525426,0.051030129506321256
471.1864406779661,0.08336385404863755
476.271186440678,0.1478681309728749
481.35593220338984,0.22162313409319312
486.4406779661017,0.31410332883064823
491.52542372881356,0.46498921458765413
496.6101694915254,0.5964862362815061
501.6949152542373,0.7266441183252809
506.77966101694915,0.8304354319356225
511.864406779661,0.9445051965530044
516.9491525423729,0.9971317761683003
522.0338983050847,1.0002972584588699
527.1186440677966,0.9630841252121876
532.2033898305085,0.8679894080704708
537.2881355932203,0.7490488169785293
542.3728813559322,0.6125687562128772
547.457627118644,0.47392580893279806
552.542372881356,0.3289642359630756
557.6271186440678,0.24356754750149073
562.7118644067797,0.15576807415205837
567.7966101694915,0.08902492883168914
572.8813559322034,0.07784523238038134
577.9661016949152,0.052022817589225834
583.0508474576271,0.032363821479838545
588.1355932203389,0.01218611208058328
593.2203389830509,0.018201434907479
598.3050847457628,0.0022934454976211807
603.3898305084746,0.0029829110638864573
608.4745762711864,-0.010536192817345288
613.5593220338983,0.004127844927784169
618.6440677966102,0.0006632928083767034
623.728813559322,-0.013005282068919268
628.8135593220338,-0.0005047636346343376
633.8983050847457,-0.0007949730399408409
638.9830508474577,0.017976322401305773
644.0677966101695,0.00894233981554735
649.1525423728814,0.00011451138153139334
654.2372881355932,0.002487888031649705
659.3220338983051,0.0004421274970006828
664.4067796610169,-0.00202913896990586
669.4915254237287,-0.010824271776862928
674.5762711864406,-0.0015105187340891167
679.6610169491526,-0.007460982558030958
684.7457627118645,-0.012503155387599385
689.8305084745763,0.005112218145773133
694.9152542372881,0.003912646599383945
700.0,-0.01786707511367229
